,,,,SEAT INVENTORY AND COLLECTIONS,,,,,,,,,,,,,
Report ID,: UC_REPM_015,,,,,,,,,,,,,,,,
From Date,: 25/10/2023,,,,,,,,,,Print Date :,21/09/2,,,,,
To Date,: 25/10/2025,,,,,,,,,,Print Time :,10:27:,Zulu,,,,
Flight Date,Flight No,Segment,COS,Seats Allocate,Over sell,Curtailed,Seats Sold,On Hold,Fixed,Seats Available,Fare Collection(USD),Seat Factor,Sur Charge,Flight Status,Baggage ,Sold Seats ,Ava.Seats 
01/28/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,145
01/28/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
01/28/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,80,0.00,0 %,0.00,ACT,0.00,0,145
01/29/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
01/29/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,145
01/29/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,11
01/29/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,29,0.00,0 %,0.00,ACT,0.00,0,145
01/30/2025,RB381,DAM/JED,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
01/30/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,70,0.00,0 %,0.00,ACT,0.00,0,145
01/30/2025,RB382,JED/DAM,C,11,0,0,0,0,0,1,0.00,0 %,0.00,ACT,0.00,0,11
01/30/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,41,0.00,0 %,0.00,ACT,0.00,0,145
01/30/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
01/30/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,145
01/30/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
01/30/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,32,0.00,0 %,0.00,ACT,0.00,0,145
01/31/2025,RB389,DAM/RUH,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
01/31/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,145
01/31/2025,RB390,RUH/DAM,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
01/31/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,34,0.00,0 %,0.00,ACT,0.00,0,145
02/01/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/01/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,31,0.00,0 %,0.00,ACT,0.00,0,145
02/01/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,11
02/01/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,145
02/01/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
02/01/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,145
02/01/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
02/01/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,43,0.00,0 %,0.00,ACT,0.00,0,145
02/02/2025,RB389,DAM/RUH,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
02/02/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,76,0.00,0 %,0.00,ACT,0.00,0,145
02/02/2025,RB390,RUH/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
02/02/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,145
02/03/2025,RB381,DAM/JED,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/03/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,26,0.00,0 %,0.00,ACT,0.00,0,145
02/03/2025,RB382,JED/DAM,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
02/03/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,44,0.00,0 %,0.00,ACT,0.00,0,145
02/04/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
02/04/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,15,0.00,0 %,0.00,ACT,0.00,0,145
02/04/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
02/04/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,145
02/05/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
02/05/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,42,0.00,0 %,0.00,ACT,0.00,0,145
02/05/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
02/05/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,38,0.00,0 %,0.00,ACT,0.00,0,145
02/06/2025,RB381,DAM/JED,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
02/06/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,66,0.00,0 %,0.00,ACT,0.00,0,145
02/06/2025,RB382,JED/DAM,C,11,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,11
02/06/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,23,0.00,0 %,0.00,ACT,0.00,0,145
02/06/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
02/06/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,145
02/06/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/06/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,34,0.00,0 %,0.00,ACT,0.00,0,145
02/07/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/07/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,95,0.00,0 %,0.00,ACT,0.00,0,145
02/07/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/07/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,32,0.00,0 %,0.00,ACT,0.00,0,145
02/07/2025,RB389,DAM/RUH,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
02/07/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,18,0.00,0 %,0.00,ACT,0.00,0,145
02/07/2025,RB390,RUH/DAM,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
02/07/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,36,0.00,0 %,0.00,ACT,0.00,0,145
02/08/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
02/08/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,71,0.00,0 %,0.00,ACT,0.00,0,145
02/08/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
02/08/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,49,0.00,0 %,0.00,ACT,0.00,0,145
02/08/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
02/08/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,17,0.00,0 %,0.00,ACT,0.00,0,145
02/08/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/08/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,15,0.00,0 %,0.00,ACT,0.00,0,145
02/09/2025,RB389,DAM/RUH,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
02/09/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,48,0.00,0 %,0.00,ACT,0.00,0,145
02/09/2025,RB390,RUH/DAM,C,11,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,11
02/09/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,25,0.00,0 %,0.00,ACT,0.00,0,145
02/10/2025,RB381,DAM/JED,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
02/10/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,29,0.00,0 %,0.00,ACT,0.00,0,145
02/10/2025,RB382,JED/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
02/10/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,86,0.00,0 %,0.00,ACT,0.00,0,145
02/11/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
02/11/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,51,0.00,0 %,0.00,ACT,0.00,0,145
02/11/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/11/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,41,0.00,0 %,0.00,ACT,0.00,0,145
02/12/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
02/12/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,50,0.00,0 %,0.00,ACT,0.00,0,145
02/12/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
02/12/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,53,0.00,0 %,0.00,ACT,0.00,0,145
02/13/2025,RB381,DAM/JED,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
02/13/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,87,0.00,0 %,0.00,ACT,0.00,0,145
02/13/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/13/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,31,0.00,0 %,0.00,ACT,0.00,0,145
02/13/2025,RB382,JED/DAM,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
02/13/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,42,0.00,0 %,0.00,ACT,0.00,0,145
02/13/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/13/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,50,0.00,0 %,0.00,ACT,0.00,0,145
02/14/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/14/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,82,0.00,0 %,0.00,ACT,0.00,0,145
02/14/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
02/14/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,75,0.00,0 %,0.00,ACT,0.00,0,145
02/14/2025,RB389,DAM/RUH,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
02/14/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,23,0.00,0 %,0.00,ACT,0.00,0,145
02/14/2025,RB390,RUH/DAM,C,11,0,0,0,0,0,1,0.00,0 %,0.00,ACT,0.00,0,11
02/14/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,39,0.00,0 %,0.00,ACT,0.00,0,145
02/15/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/15/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,49,0.00,0 %,0.00,ACT,0.00,0,145
02/15/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/15/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,66,0.00,0 %,0.00,ACT,0.00,0,145
02/15/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/15/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,13,0.00,0 %,0.00,ACT,0.00,0,145
02/15/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/15/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,29,0.00,0 %,0.00,ACT,0.00,0,145
02/16/2025,RB389,DAM/RUH,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
02/16/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,61,0.00,0 %,0.00,ACT,0.00,0,145
02/16/2025,RB390,RUH/DAM,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
02/16/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,18,0.00,0 %,0.00,ACT,0.00,0,145
02/17/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/17/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,89,0.00,0 %,0.00,ACT,0.00,0,145
02/17/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/17/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,107,0.00,0 %,0.00,ACT,0.00,0,145
02/17/2025,RB381,DAM/JED,C,11,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,11
02/17/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,80,0.00,0 %,0.00,ACT,0.00,0,145
02/17/2025,RB382,JED/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
02/17/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,145
02/18/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/18/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,29,0.00,0 %,0.00,ACT,0.00,0,145
02/18/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/18/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,18,0.00,0 %,0.00,ACT,0.00,0,145
02/19/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
02/19/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,83,0.00,0 %,0.00,ACT,0.00,0,145
02/19/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
02/19/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,37,0.00,0 %,0.00,ACT,0.00,0,145
02/20/2025,RB381,DAM/JED,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
02/20/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,34,0.00,0 %,0.00,ACT,0.00,0,145
02/20/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/20/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,32,0.00,0 %,0.00,ACT,0.00,0,145
02/20/2025,RB382,JED/DAM,C,11,0,0,0,0,0,1,0.00,0 %,0.00,ACT,0.00,0,11
02/20/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,145
02/20/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
02/20/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,145
02/21/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/21/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,96,0.00,0 %,0.00,ACT,0.00,0,145
02/21/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
02/21/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,145
02/21/2025,RB389,DAM/RUH,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
02/21/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,145
02/21/2025,RB390,RUH/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
02/21/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,145
02/22/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/22/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,91,0.00,0 %,0.00,ACT,0.00,0,145
02/22/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
02/22/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,76,0.00,0 %,0.00,ACT,0.00,0,145
02/22/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
02/22/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,145
02/22/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,11
02/22/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,30,0.00,0 %,0.00,ACT,0.00,0,145
02/23/2025,RB389,DAM/RUH,C,11,0,0,0,0,0,1,0.00,0 %,0.00,ACT,0.00,0,11
02/23/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,145
02/23/2025,RB390,RUH/DAM,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/23/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,145
02/24/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/24/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,107,0.00,0 %,0.00,ACT,0.00,0,145
02/24/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
02/24/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,66,0.00,0 %,0.00,ACT,0.00,0,145
02/24/2025,RB381,DAM/JED,C,11,0,0,0,0,0,1,0.00,0 %,0.00,ACT,0.00,0,11
02/24/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,145
02/24/2025,RB382,JED/DAM,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/24/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,37,0.00,0 %,0.00,ACT,0.00,0,145
02/25/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/25/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,54,0.00,0 %,0.00,ACT,0.00,0,145
02/25/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
02/25/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,145
02/26/2025,RB521,DAM/DOH,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/26/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,40,0.00,0 %,0.00,ACT,0.00,0,145
02/26/2025,RB522,DOH/DAM,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
02/26/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,30,0.00,0 %,0.00,ACT,0.00,0,145
02/27/2025,RB381,DAM/JED,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
02/27/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,26,0.00,0 %,0.00,ACT,0.00,0,145
02/27/2025,RB341,DAM/KWI,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
02/27/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,145
02/27/2025,RB382,JED/DAM,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
02/27/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,31,0.00,0 %,0.00,ACT,0.00,0,145
02/27/2025,RB342,KWI/DAM,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
02/27/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,145
02/28/2025,RB341,DAM/KWI,C,12,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,12
02/28/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,28,0.00,0 %,0.00,ACT,0.00,0,145
02/28/2025,RB342,KWI/DAM,C,12,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,12
02/28/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,145
02/28/2025,RB389,DAM/RUH,C,12,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,12
02/28/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,145
02/28/2025,RB390,RUH/DAM,C,12,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,12
02/28/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,32,0.00,0 %,0.00,ACT,0.00,0,145
03/01/2025,RB341,DAM/KWI,C,12,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,12
03/01/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,21,0.00,0 %,0.00,ACT,0.00,0,145
03/01/2025,RB521,DAM/DOH,C,12,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,12
03/01/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,61,0.00,0 %,0.00,ACT,0.00,0,145
03/01/2025,RB342,KWI/DAM,C,12,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,12
03/01/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,49,0.00,0 %,0.00,ACT,0.00,0,145
03/01/2025,RB522,DOH/DAM,C,12,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,12
03/01/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,40,0.00,0 %,0.00,ACT,0.00,0,145
03/02/2025,RB389,DAM/RUH,C,12,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,12
03/02/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,1,0.00,0 %,0.00,ACT,0.00,0,145
03/02/2025,RB390,RUH/DAM,C,12,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,12
03/02/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,98,0.00,0 %,0.00,ACT,0.00,0,145
03/03/2025,RB381,DAM/JED,C,12,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,12
03/03/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,31,0.00,0 %,0.00,ACT,0.00,0,145
03/03/2025,RB382,JED/DAM,C,12,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,12
03/03/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,74,0.00,0 %,0.00,ACT,0.00,0,145
03/04/2025,RB341,DAM/KWI,C,12,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,12
03/04/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,109,0.00,0 %,0.00,ACT,0.00,0,145
03/04/2025,RB342,KWI/DAM,C,12,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,12
03/04/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,75,0.00,0 %,0.00,ACT,0.00,0,145
03/05/2025,RB521,DAM/DOH,C,12,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,12
03/05/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,59,0.00,0 %,0.00,ACT,0.00,0,145
03/05/2025,RB522,DOH/DAM,C,12,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,12
03/05/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,57,0.00,0 %,0.00,ACT,0.00,0,145
03/06/2025,RB381,DAM/JED,C,12,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,12
03/06/2025,RB381,DAM/JED,Y,145,0,0,0,0,0,86,0.00,0 %,0.00,ACT,0.00,0,145
03/06/2025,RB341,DAM/KWI,C,12,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,12
03/06/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,105,0.00,0 %,0.00,ACT,0.00,0,145
03/06/2025,RB382,JED/DAM,C,12,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,12
03/06/2025,RB382,JED/DAM,Y,145,0,0,0,0,0,64,0.00,0 %,0.00,ACT,0.00,0,145
03/06/2025,RB342,KWI/DAM,C,12,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,12
03/06/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,70,0.00,0 %,0.00,ACT,0.00,0,145
03/07/2025,RB389,DAM/RUH,C,12,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,12
03/07/2025,RB389,DAM/RUH,Y,145,0,0,0,0,0,15,0.00,0 %,0.00,ACT,0.00,0,145
03/07/2025,RB390,RUH/DAM,C,12,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,12
03/07/2025,RB390,RUH/DAM,Y,145,0,0,0,0,0,78,0.00,0 %,0.00,ACT,0.00,0,145
03/08/2025,RB341,DAM/KWI,C,12,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,12
03/08/2025,RB341,DAM/KWI,Y,145,0,0,0,0,0,111,0.00,0 %,0.00,ACT,0.00,0,145
03/08/2025,RB521,DAM/DOH,C,12,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,12
03/08/2025,RB521,DAM/DOH,Y,145,0,0,0,0,0,80,0.00,0 %,0.00,ACT,0.00,0,145
03/08/2025,RB342,KWI/DAM,C,12,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,12
03/08/2025,RB342,KWI/DAM,Y,145,0,0,0,0,0,80,0.00,0 %,0.00,ACT,0.00,0,145
03/08/2025,RB522,DOH/DAM,C,12,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,12
03/08/2025,RB522,DOH/DAM,Y,145,0,0,0,0,0,91,0.00,0 %,0.00,ACT,0.00,0,145
